LoanID,CustomerID,Loan_Amount,Loan_Term_Months,Interest_Rate,EMI,Loan_Purpose,Application_Channel,Age,Gender,Marital_Status,Number_of_Dependents,Education_Level,Employment_Status,Job_Type,Years_Employed,Income_Type,Annual_Income,Monthly_Income,Income_Stability_Score,Credit_Score,Credit_Utilization_Ratio,Number_of_Previous_Loans,Previous_Defaults,Delinquencies,Number_of_Active_Loans,Avg_Days_Past_Due,EMI_to_Income_Ratio,Loan_to_Income_Ratio,Debt_to_Income_Ratio,High_Risk_Flag,Low_Income_Flag,High_Loan_Flag,Default_Status,avg_monthly_spending,spending_to_income_ratio,balance_volatility,rent_payment_ratio,behavioral_risk_score,loan_bin,dti_bin,behavior_bin,customer_segment
732,148907,549859.74,60,10.49,11815.91,Car,Agent,31,Male,Widowed,0,Masters,Employed,Healthcare,10,Salary,588052.29,47102.08,85,635,0.36,0,0,0,2,0,0.251,0.935,0.354,0,0,0,0,17099.230476190478,0.3630172480481208,219736.88274461392,0.7916666666666666,0.2061749734623685,High,"(0.35, 2.5]",Low,Low Risk
733,164739,1177051.18,36,7.63,36683.93,Home,Online,34,Male,Married,2,Bachelors,Self-Employed,Retail,13,Business,1103516.15,89912.4,75,760,0.12,3,0,0,0,0,0.408,1.067,0.414,0,0,1,0,27344.491304347823,0.3041203124823199,464162.91780439456,0.7916666666666666,0.29702545953696124,Very High,"(0.35, 2.5]",Medium,Low Risk
734,101924,618911.17,60,11.08,13481.33,Business,Mobile App,46,Female,Single,0,Bachelors,Employed,IT,1,Salary,1057980.4,88162.12,61,610,0.24,0,0,0,1,0,0.153,0.585,0.188,0,0,0,0,24706.65304347826,0.2802379616723893,458174.07580426405,0.875,0.2840851015953155,High,"(0.152, 0.229]",Medium,Low Risk
735,54193,334654.23,36,12.66,11221.1,Business,Agent,53,Female,Divorced,0,High School,Self-Employed,Manufacturing,2,Business,683547.84,55406.25,63,599,0.29,1,1,0,1,53,0.203,0.49,0.253,1,0,0,0,13412.181304347823,0.2420654572162997,296994.05981508165,0.7083333333333334,0.33750018764269296,Medium,"(0.229, 0.35]",Medium,Low Risk
736,141720,665052.31,120,7.64,7942.97,Home,Mobile App,36,Male,Divorced,0,Bachelors,Self-Employed,Retail,15,Business,774851.48,65609.45,92,737,0.22,2,0,0,0,0,0.121,0.858,0.132,0,0,0,0,22986.186086956524,0.3503433688834099,287187.2409484664,0.7916666666666666,0.14163659004791865,High,"(0.013999999999999999, 0.152]",Low,Low Risk
737,97380,600067.95,60,6.78,11819.88,Business,Agent,38,Male,Married,2,Bachelors,Employed,Education,11,Salary,681533.68,56942.4,89,748,0.18,1,0,0,0,0,0.208,0.88,0.217,0,0,0,0,20663.88,0.3628845485165971,270790.64698576526,0.7916666666666666,0.22539433270909587,High,"(0.152, 0.229]",Low,Low Risk
738,160208,498636.31,240,9.14,4531.36,Car,Mobile App,50,Male,Widowed,0,Bachelors,Employed,Retail,16,Salary,1206346.14,96855.11,71,673,0.38,0,0,0,2,0,0.047,0.413,0.107,0,0,0,0,36208.16777777778,0.3738346272401171,479183.7084188564,0.7083333333333334,0.2832622909116344,Medium,"(0.013999999999999999, 0.152]",Medium,Low Risk
739,9829,448192.2,24,6.49,19963.26,Education,Mobile App,44,Female,Married,3,PhD,Employed,Healthcare,1,Salary,874480.88,72071.23,72,798,0.36,2,0,0,1,0,0.277,0.513,0.323,0,0,0,0,3748.798461538462,0.0520144646771504,489709.0920240418,0.0,0.7150761273201104,Medium,"(0.229, 0.35]",High,Low Risk
740,70627,147611.73,36,10.48,4796.35,Home,Agent,29,Male,Single,0,High School,Unemployed,Unemployed,0,No Income,183437.0,15211.76,47,672,0.31,0,0,0,2,0,0.315,0.805,0.594,0,1,0,0,4922.27,0.3235619309053715,76626.11229517733,0.7916666666666666,0.27529641212683603,Low,"(0.35, 2.5]",Medium,Low Risk
741,35332,425278.14,12,8.9,37171.48,Education,Online,27,Male,Single,1,Bachelors,Employed,Services,1,Salary,679377.72,54309.84,75,722,0.28,4,0,0,1,0,0.684,0.626,0.735,1,0,0,0,14768.301304347826,0.2719217987486076,283510.94426337327,0.8333333333333334,0.29401211794751825,Medium,"(0.35, 2.5]",Medium,Financial Stress
742,57337,1896508.13,36,9.02,60326.11,Home,Mobile App,29,Male,Married,0,Masters,Employed,IT,1,Salary,1267203.76,101734.96,74,664,0.26,2,0,0,1,0,0.593,1.497,0.626,1,0,1,0,34813.23285714286,0.3421920121178672,489531.0067482254,0.75,0.23920319562510067,Very High,"(0.35, 2.5]",Low,High Exposure
743,55827,1095609.04,60,15.85,26555.84,Personal,Branch,52,Female,Divorced,0,Masters,Employed,Education,17,Salary,898592.65,74165.94,100,525,0.23,4,2,1,3,52,0.358,1.219,0.45,1,0,1,1,2352.86,0.0317238381413605,481008.8415835854,0.0,0.6440459073729995,Very High,"(0.35, 2.5]",Medium,Credit Risk
744,62338,925166.78,60,6.99,18315.05,Home,Online,26,Female,Married,2,Bachelors,Employed,Retail,5,Salary,993279.3,82002.82,83,763,0.81,6,0,0,2,0,0.223,0.931,0.313,0,0,0,0,28257.245909090907,0.3445845072716235,408385.1567827826,0.7916666666666666,0.268554244490471,Very High,"(0.229, 0.35]",Medium,Low Risk
745,34179,320187.44,72,6.33,5356.45,Car,Branch,26,Female,Married,2,Bachelors,Self-Employed,Education,4,Business,566001.38,45702.81,60,814,0.39,3,0,0,1,0,0.117,0.566,0.18,0,0,0,0,2581.767,0.0564890979548532,300827.6763802942,0.0,0.6709503163855847,Medium,"(0.152, 0.229]",High,Low Risk
746,24340,852698.14,48,6.91,20383.33,Business,Branch,19,Female,Single,0,High School,Employed,Retail,0,Salary,995429.92,82937.95,51,752,0.48,1,0,0,2,0,0.246,0.857,0.318,0,0,0,0,23547.34545454545,0.2839117863747425,463513.3670493171,0.7916666666666666,0.38263544991648435,High,"(0.229, 0.35]",Medium,Low Risk
747,61552,384346.59,72,7.6,6664.02,Education,Online,36,Male,Married,0,High School,Employed,Finance,1,Salary,396952.24,32948.51,58,716,0.47,2,0,0,2,0,0.202,0.968,0.347,0,0,0,0,12298.786521739128,0.3732615908928274,143451.7647215161,0.75,0.14959280543669695,Medium,"(0.229, 0.35]",Low,Low Risk
748,39182,264278.37,60,8.15,5377.6,Personal,Agent,34,Female,Married,2,Bachelors,Employed,Services,12,Salary,537472.73,45154.44,96,723,0.11,3,0,0,1,0,0.119,0.492,0.169,0,0,0,0,12404.404782608695,0.2747045490556331,231192.0351594657,0.875,0.2662795598007031,Low,"(0.152, 0.229]",Medium,Low Risk
749,114461,140716.49,36,13.56,4779.34,Education,Online,32,Male,Single,0,High School,Employed,Retail,8,Salary,895033.16,73797.2,81,518,0.71,3,1,2,1,31,0.065,0.157,0.127,1,0,0,0,2901.7607142857146,0.0393202099005899,517510.4281778283,0.0,0.7582138969283085,Low,"(0.013999999999999999, 0.152]",High,Behavioral Risk
750,16017,220035.35,48,11.33,5722.26,Car,Online,24,Male,Married,3,Masters,Employed,Services,0,Salary,453747.1,37422.47,74,638,0.32,1,0,0,0,0,0.153,0.485,0.169,0,0,0,0,1841.5377777777776,0.0492080979603916,263949.7001651457,0.0,0.7693745404891621,Low,"(0.152, 0.229]",High,Behavioral Risk
751,118345,263226.12,84,7.72,4066.08,Car,Agent,40,Female,Married,4,High School,Self-Employed,Construction,15,Business,1119946.17,95110.17,89,760,0.37,2,0,0,1,0,0.043,0.235,0.082,0,0,0,0,27848.936666666665,0.2928040593619725,468066.968483483,0.9583333333333334,0.21440559319603084,Low,"(0.013999999999999999, 0.152]",Low,Low Risk
752,178996,357828.18,36,14.28,12278.44,Business,Agent,57,Female,Divorced,1,High School,Employed,Finance,1,Salary,714550.53,57098.01,62,525,0.39,4,1,0,2,81,0.215,0.501,0.305,1,0,0,1,21873.76869565217,0.3830849027969517,265468.833864552,0.9166666666666666,0.18665453607507232,Medium,"(0.229, 0.35]",Low,Credit Risk
753,109392,402328.02,24,6.8,17976.81,Medical,Mobile App,35,Female,Married,1,High School,Self-Employed,Services,3,Business,855521.19,71289.4,53,801,0.43,2,0,0,1,0,0.252,0.47,0.302,0,0,0,0,18164.22476190476,0.2547920163430807,375827.8882498021,0.75,0.3148266172748852,Medium,"(0.229, 0.35]",Medium,Low Risk
754,113150,357486.82,72,6.91,6079.36,Business,Mobile App,47,Female,Single,0,Bachelors,Employed,IT,12,Salary,792463.39,64180.24,95,783,0.09,2,0,0,1,0,0.095,0.451,0.13,0,0,0,1,2340.2909090909093,0.0364637845746032,447090.29381593416,0.0,0.7475929035514544,Medium,"(0.013999999999999999, 0.152]",High,Low Risk
755,55560,370701.12,36,9.37,11852.14,Business,Online,24,Female,Married,4,High School,Employed,Education,0,Salary,405421.1,33767.75,64,667,0.32,3,0,0,2,0,0.351,0.914,0.485,0,0,0,0,1983.7111111111112,0.058743989964423,208375.21886464825,0.0,0.5839072587461516,Medium,"(0.35, 2.5]",Medium,Low Risk
756,99455,452715.08,60,9.61,9532.21,Car,Mobile App,18,Male,Single,0,High School,Employed,Manufacturing,0,Salary,815870.09,64896.03,60,668,0.18,2,0,0,1,0,0.147,0.555,0.187,0,0,0,0,2523.113333333333,0.0388787180759016,435418.1585340825,0.0,0.6935489186856975,Medium,"(0.152, 0.229]",High,Low Risk
757,154995,278496.15,48,10.79,7169.51,Business,Mobile App,48,Female,Married,2,High School,Employed,Manufacturing,5,Salary,855948.22,72152.7,69,660,0.35,4,0,0,1,0,0.099,0.325,0.145,0,0,0,0,24908.30043478261,0.3452116860920869,317577.6405589918,0.9166666666666666,0.12419408876618658,Low,"(0.013999999999999999, 0.152]",Low,Low Risk
758,100176,97330.36,120,8.86,1225.58,Business,Mobile App,31,Male,Single,0,High School,Unemployed,Unemployed,0,No Income,219982.97,17816.19,48,751,0.21,0,0,0,2,0,0.069,0.442,0.304,0,1,0,0,5795.198333333334,0.3252588277575383,82576.7669803399,0.9166666666666666,0.16876808956575085,Low,"(0.229, 0.35]",Low,Low Risk
759,3902,204611.44,48,7.03,4902.52,Home,Online,36,Male,Single,0,Bachelors,Employed,IT,2,Salary,900774.49,76489.73,59,784,0.7,1,0,0,1,0,0.064,0.227,0.125,0,0,0,0,29368.45761904762,0.3839479322402547,315698.8315637076,0.75,0.10411201368334429,Low,"(0.013999999999999999, 0.152]",Low,Low Risk
760,89188,53629.54,24,12.97,2548.89,Car,Agent,51,Female,Single,0,High School,Unemployed,Unemployed,0,No Income,193129.94,15813.19,36,628,0.22,0,0,1,2,0,0.161,0.278,0.425,0,1,0,1,749.7575,0.0474104269646437,106786.83119551543,0.0,0.7049339268868957,Low,"(0.35, 2.5]",High,Low Risk
761,177726,1342858.62,48,10.11,34129.35,Car,Online,46,Female,Married,2,High School,Self-Employed,Healthcare,25,Freelance,1189469.93,97553.19,100,708,0.22,3,1,0,1,20,0.35,1.129,0.381,1,0,1,0,34931.27052631579,0.3580704275881516,460110.1283915271,0.7083333333333334,0.23006029147947413,Very High,"(0.35, 2.5]",Low,Low Risk
762,142142,1660169.93,72,10.18,30906.95,Car,Online,18,Non-Binary,Single,0,Bachelors,Employed,Education,0,Salary,1516779.62,120434.24,60,649,0.32,1,0,1,0,0,0.257,1.095,0.273,0,0,1,0,37591.81050000001,0.31213298117727,651995.2499936896,0.7916666666666666,0.35259184379389014,Very High,"(0.229, 0.35]",Medium,Low Risk
763,70619,2437211.87,240,5.24,16409.4,Personal,Online,18,Male,Single,0,Bachelors,Self-Employed,Healthcare,0,Business,1361769.32,114488.5,55,793,0.77,0,0,0,0,0,0.143,1.79,0.182,0,0,1,0,29815.782272727272,0.2604237268284626,621694.2106775282,0.7916666666666666,0.3428883401609637,Very High,"(0.152, 0.229]",Medium,High Exposure
764,150996,608377.06,36,8.61,19235.99,Education,Agent,36,Male,Divorced,0,High School,Employed,Services,0,Salary,401061.5,33400.68,67,762,0.18,4,1,0,0,62,0.576,1.517,0.585,1,0,1,1,1791.41125,0.0536323696891892,217583.9096653417,0.0,0.6557499434530427,High,"(0.35, 2.5]",High,High Exposure
765,135875,1933201.05,48,8.01,47204.16,Business,Branch,58,Male,Single,0,Bachelors,Self-Employed,Construction,14,Business,726631.56,60424.0,79,706,0.44,0,0,0,1,0,0.781,2.66,0.836,1,0,1,0,2249.1311111111117,0.0372218636509906,400590.05333410297,0.0,0.6761264505221087,Very High,"(0.35, 2.5]",High,Financial Stress
766,46528,453514.36,48,7.61,10988.78,Home,Agent,57,Male,Married,1,Bachelors,Self-Employed,Manufacturing,18,Freelance,1021493.82,86189.07,86,746,0.18,5,0,0,3,0,0.127,0.444,0.206,0,0,0,0,29318.5785,0.3401619061221321,429773.81669802143,0.7916666666666666,0.26876029932221307,Medium,"(0.152, 0.229]",Medium,Low Risk
767,121588,64911.06,36,8.13,2037.97,Car,Online,38,Female,Married,1,Masters,Unemployed,Unemployed,0,No Income,180723.75,15043.83,57,748,0.45,0,0,0,2,0,0.135,0.359,0.424,0,1,0,0,3892.3465217391295,0.2587165505850933,79258.6338908758,0.9166666666666666,0.2866648783785251,Low,"(0.35, 2.5]",Medium,Low Risk
768,152048,98416.46,24,12.34,4648.45,Education,Online,40,Male,Single,0,Bachelors,Employed,Retail,10,Salary,246600.81,20351.45,78,639,0.23,0,0,0,2,0,0.228,0.399,0.436,0,1,0,1,7060.574545454546,0.3469152139155013,91379.31369794064,0.7916666666666666,0.16475675405100376,Low,"(0.35, 2.5]",Low,Low Risk
769,59528,938962.41,36,8.68,29719.11,Education,Mobile App,36,Male,Married,1,High School,Employed,Construction,12,Salary,1408728.73,113188.8,99,728,0.1,1,0,0,0,0,0.263,0.667,0.268,0,0,0,0,11068.681666666664,0.0977886847283647,783989.8078442485,0.0,0.754803308681124,Very High,"(0.229, 0.35]",High,Behavioral Risk
770,41794,164040.74,48,10.45,4196.04,Business,Branch,38,Female,Single,0,High School,Employed,Construction,17,Salary,381813.48,31223.84,100,622,0.47,1,0,3,2,0,0.134,0.43,0.286,0,0,0,0,8699.964761904763,0.2786231974897153,167183.6007326845,0.75,0.338462664302353,Low,"(0.229, 0.35]",Medium,Low Risk
771,107299,570417.73,72,11.23,10924.69,Car,Branch,34,Female,Single,0,High School,Employed,Healthcare,7,Salary,736305.14,59216.05,75,623,0.78,0,0,3,0,0,0.184,0.775,0.223,0,0,0,0,20318.20571428572,0.3431141151794241,267593.83384077303,0.75,0.17706362485653024,High,"(0.152, 0.229]",Low,Low Risk
772,63541,277468.75,72,5.84,4577.53,Home,Online,18,Male,Single,0,Bachelors,Employed,Construction,0,Salary,665445.42,55844.04,65,837,0.11,4,0,0,2,0,0.082,0.417,0.159,0,0,0,0,22227.115,0.3980141298134982,242056.0507483496,0.8333333333333334,0.13761999671979938,Low,"(0.152, 0.229]",Low,Low Risk
773,30896,208774.14,36,11.02,6836.98,Home,Branch,33,Female,Married,0,High School,Employed,Education,5,Salary,718612.97,58264.0,84,652,0.39,2,0,0,0,0,0.117,0.291,0.137,0,0,0,0,18550.410526315787,0.3183799970190644,288527.8007628715,0.75,0.2629760898001773,Low,"(0.013999999999999999, 0.152]",Medium,Low Risk
774,146853,408368.11,24,5.0,17915.68,Home,Online,40,Male,Married,2,Bachelors,Self-Employed,Education,8,Freelance,380360.42,32229.41,80,827,0.29,6,0,1,2,0,0.556,1.074,0.694,1,0,1,0,9556.601818181818,0.2965088504360266,169655.02561768613,0.8333333333333334,0.30959319325690055,Medium,"(0.35, 2.5]",Medium,Low Risk
775,125483,542928.35,72,7.94,9503.4,Personal,Online,56,Male,Married,0,Bachelors,Employed,IT,31,Salary,1679060.78,141124.12,100,749,0.22,2,0,0,2,0,0.067,0.323,0.107,0,0,0,0,50304.94826086957,0.3564563719121696,650521.638263028,0.7916666666666666,0.19268346005685943,High,"(0.013999999999999999, 0.152]",Low,Low Risk
776,43998,843863.23,240,6.94,6512.11,Business,Mobile App,52,Female,Married,0,High School,Employed,Retail,20,Salary,1504226.54,124539.29,100,800,0.41,0,0,0,1,0,0.052,0.561,0.089,0,0,0,0,39200.90947368421,0.3147648802944349,639408.1758251409,0.75,0.30084165441891686,High,"(0.013999999999999999, 0.152]",Medium,Low Risk
777,6417,694348.83,84,7.12,10520.36,Personal,Branch,22,Male,Married,1,Bachelors,Employed,IT,0,Salary,621836.2,50397.77,65,760,0.27,2,0,0,6,0,0.209,1.117,0.46,0,0,1,1,16085.24,0.3191593763101758,246180.45930492925,0.7916666666666666,0.2417372881018098,High,"(0.35, 2.5]",Low,Low Risk
778,82542,1779213.27,240,6.41,13171.23,Business,Branch,41,Male,Widowed,0,High School,Employed,Construction,1,Salary,3503603.65,289197.83,60,771,0.44,2,0,0,0,0,0.046,0.508,0.068,0,0,0,0,90199.305,0.3118937410638902,1453305.332144546,0.75,0.2769252657504602,Very High,"(0.013999999999999999, 0.152]",Medium,Low Risk
779,24161,648815.39,12,13.92,58230.84,Home,Branch,40,Female,Married,0,Bachelors,Employed,Healthcare,17,Salary,722625.64,58876.35,99,580,0.6,2,1,0,1,38,0.989,0.898,1.053,1,0,0,1,2769.2000000000003,0.0470333668210271,433899.4163657193,0.0,0.8362152817680949,High,"(0.35, 2.5]",High,Behavioral Risk
780,54358,227796.2,36,10.19,7370.68,Home,Agent,43,Female,Divorced,0,Bachelors,Unemployed,Unemployed,0,No Income,222229.84,18567.5,41,660,0.27,2,0,0,0,0,0.397,1.025,0.41,0,1,1,0,767.5518181818181,0.0413362316924801,130285.2530916742,0.0,0.7595720675145189,Low,"(0.35, 2.5]",High,Behavioral Risk
781,177821,1231977.31,72,9.01,22213.17,Home,Online,49,Male,Married,1,Bachelors,Employed,Retail,28,Salary,1472953.08,122608.81,100,645,0.57,2,0,2,3,0,0.181,0.836,0.259,0,0,0,0,36662.18227272728,0.2990150810341136,599078.1516675719,0.9166666666666666,0.21559356722480236,Very High,"(0.229, 0.35]",Low,Low Risk
782,143763,534431.07,12,9.19,46783.89,Business,Online,32,Male,Widowed,0,Bachelors,Employed,Retail,10,Salary,711931.65,57142.43,86,665,0.21,3,0,0,0,0,0.819,0.751,0.829,1,0,0,0,16489.615,0.2885653696321694,290310.3141498033,0.75,0.2826971188370597,High,"(0.35, 2.5]",Medium,Financial Stress
783,118423,1327966.55,36,6.18,40507.71,Business,Online,45,Male,Married,1,High School,Employed,Finance,2,Salary,1276910.58,106584.69,63,819,0.4,1,0,0,3,0,0.38,1.04,0.456,0,0,1,0,38751.50611111111,0.3635713772750461,541909.3765485137,0.6666666666666666,0.3168866343726287,Very High,"(0.35, 2.5]",Medium,Low Risk
784,77414,601875.48,48,11.62,15737.63,Medical,Branch,41,Male,Single,0,Masters,Self-Employed,Manufacturing,2,Business,569261.68,47206.1,56,617,0.52,4,0,0,0,0,0.333,1.057,0.359,0,0,1,0,2792.1041666666665,0.0591458523541303,315745.938033661,0.0,0.6942894315889682,High,"(0.35, 2.5]",High,Low Risk
785,149544,246753.81,60,7.86,4986.76,Car,Mobile App,42,Female,Married,3,High School,Employed,Finance,14,Salary,757741.96,63416.18,80,688,0.29,1,0,0,0,0,0.079,0.326,0.093,0,0,0,0,3985.7255555555553,0.0628493029105922,410123.580844668,0.0,0.6480782097554716,Low,"(0.013999999999999999, 0.152]",Medium,Low Risk
786,5108,500629.58,72,12.44,9902.33,Personal,Agent,38,Female,Single,1,Bachelors,Employed,Healthcare,15,Salary,611812.08,49619.75,88,571,0.34,4,1,1,0,26,0.2,0.818,0.217,1,0,0,0,2515.171176470588,0.0506878911840427,331869.270018752,0.0,0.6920404447249882,Medium,"(0.152, 0.229]",High,Credit Risk
787,12545,356261.35,72,15.11,7554.45,Car,Agent,30,Female,Married,2,Bachelors,Employed,Services,4,Salary,812935.63,67173.49,67,553,0.4,5,2,1,1,76,0.112,0.438,0.162,1,0,0,1,2502.956363636364,0.0372605190398373,485264.75935047696,0.0,0.802712266154374,Medium,"(0.152, 0.229]",High,Behavioral Risk
788,47482,672934.18,36,6.35,20578.85,Home,Mobile App,18,Male,Single,0,Masters,Employed,Healthcare,0,Salary,628056.13,50442.52,80,803,0.26,3,0,0,2,0,0.408,1.071,0.5,0,0,1,1,17525.818095238094,0.3474344791013413,236637.81341629816,0.7083333333333334,0.22195212865943795,High,"(0.35, 2.5]",Low,Low Risk
789,157347,1158484.9,60,7.79,23373.64,Personal,Online,30,Female,Married,2,High School,Self-Employed,IT,2,Business,807765.99,64292.85,62,732,0.31,0,0,0,2,0,0.364,1.434,0.441,0,0,1,0,15904.088095238094,0.2473656204324067,334844.4132745194,0.75,0.2993521997147025,Very High,"(0.35, 2.5]",Medium,High Exposure
790,66944,147986.82,60,6.52,2896.92,Home,Branch,45,Female,Widowed,1,High School,Unemployed,Unemployed,0,No Income,169117.31,14208.22,62,796,0.19,2,0,0,1,0,0.204,0.875,0.354,0,1,0,0,5270.456666666666,0.3709180846426944,61990.42610496058,0.875,0.1296170944741098,Low,"(0.35, 2.5]",Low,Low Risk
791,126152,1338246.24,72,6.35,22400.37,Car,Online,40,Male,Married,1,Bachelors,Employed,Education,14,Salary,1190558.07,99159.77,100,812,0.38,0,0,0,0,0,0.226,1.124,0.245,0,0,1,0,5187.463846153846,0.0523136704782934,654802.6046435675,0.0,0.6744255748589024,Very High,"(0.229, 0.35]",High,Low Risk
792,4084,429208.07,240,6.74,3260.99,Personal,Online,18,Male,Single,0,Bachelors,Employed,Manufacturing,0,Salary,951515.73,78712.31,60,744,0.28,0,0,0,0,0,0.041,0.451,0.055,0,0,0,0,26505.058500000003,0.3367290550988137,403005.5353121555,0.7916666666666666,0.2963255951253194,Medium,"(0.013999999999999999, 0.152]",Medium,Low Risk
793,136963,354934.38,24,9.57,16308.07,Business,Branch,20,Male,Single,0,High School,Employed,IT,0,Salary,616110.55,51668.96,42,668,0.38,0,0,0,4,0,0.316,0.576,0.489,0,0,0,1,18203.8135,0.3523094173093999,254870.339212484,0.8333333333333334,0.25333317946341216,Medium,"(0.35, 2.5]",Low,Low Risk
794,60061,1455023.54,48,5.63,33924.99,Car,Mobile App,61,Female,Married,2,High School,Self-Employed,Healthcare,40,Business,1038918.67,86673.13,100,824,0.32,1,0,0,2,0,0.391,1.401,0.454,0,0,1,0,25633.60210526316,0.2957468636288954,462522.629754244,0.75,0.3390381409732488,Very High,"(0.35, 2.5]",Medium,High Exposure
795,29292,1074905.64,48,7.18,25829.81,Car,Agent,30,Female,Divorced,0,Bachelors,Employed,Finance,6,Salary,904407.36,73264.13,68,776,0.18,5,0,0,0,0,0.353,1.189,0.362,0,0,1,0,29408.78857142857,0.4014022574098833,324628.8633673056,0.7916666666666666,0.16612369589363812,Very High,"(0.35, 2.5]",Low,Low Risk
796,19504,672995.45,36,5.0,20170.28,Business,Agent,46,Female,Single,1,High School,Employed,Manufacturing,11,Salary,592807.44,48021.91,79,816,0.08,3,0,0,1,0,0.42,1.135,0.466,0,0,1,1,2026.485,0.042198296604683,326246.8243852108,0.0,0.712326596677307,High,"(0.35, 2.5]",High,Low Risk
797,115570,806067.42,360,15.11,10263.21,Business,Branch,50,Female,Divorced,0,Bachelors,Self-Employed,IT,4,Freelance,1295550.77,109467.51,60,590,0.64,3,3,0,2,189,0.094,0.622,0.162,1,0,0,1,35450.37130434783,0.3238408132562307,519239.68064975966,0.875,0.19863220215491553,High,"(0.152, 0.229]",Low,Low Risk
798,75294,249310.5,48,12.9,6676.01,Personal,Online,41,Male,Married,2,Masters,Employed,IT,19,Salary,793134.79,65980.13,100,548,0.45,1,0,2,3,0,0.101,0.314,0.215,1,0,0,0,19815.032916666667,0.3003136338626917,303497.2316835109,0.9166666666666666,0.1549596595159977,Low,"(0.152, 0.229]",Low,Credit Risk
799,152516,519984.52,12,10.24,45772.96,Home,Mobile App,56,Male,Married,1,High School,Employed,Services,23,Salary,841553.05,69324.42,100,664,0.52,1,0,0,0,0,0.66,0.618,0.686,1,0,0,0,3000.1583333333333,0.0432764537644825,454749.38778729225,0.0,0.6627870443295337,High,"(0.35, 2.5]",High,Financial Stress
800,36108,287602.17,120,11.23,3999.26,Car,Branch,47,Female,Married,0,PhD,Employed,Healthcare,11,Salary,354570.16,30024.11,100,605,0.49,0,0,0,1,0,0.133,0.811,0.224,0,0,0,0,13684.425263157897,0.4557660326026414,140541.25309198693,0.6666666666666666,0.2545282345987425,Low,"(0.152, 0.229]",Low,Low Risk
801,52825,179975.54,60,9.89,3814.21,Home,Branch,33,Male,Married,3,Bachelors,Unemployed,Unemployed,0,No Income,189246.55,15442.29,55,721,0.4,3,0,0,1,0,0.247,0.951,0.397,0,1,0,0,1115.325,0.0722206861361795,101086.93972764153,0.0,0.6672133107349929,Low,"(0.35, 2.5]",High,Low Risk
802,156407,1029151.85,36,8.32,32402.02,Home,Mobile App,37,Male,Married,1,Bachelors,Employed,Services,15,Salary,952622.46,80103.21,93,714,0.59,2,0,0,1,0,0.405,1.08,0.459,0,0,1,1,3668.559333333333,0.0457973349132752,537291.9768063299,0.0,0.6949001140293434,Very High,"(0.35, 2.5]",High,Low Risk
803,75095,613752.06,12,9.92,53935.72,Personal,Online,36,Male,Single,0,Bachelors,Employed,Healthcare,4,Salary,893627.02,75981.58,88,704,0.38,1,0,0,0,0,0.71,0.687,0.729,1,0,0,0,4498.696363636364,0.0592069440605512,516738.7939629032,0.0,0.7182033906356672,High,"(0.35, 2.5]",High,Financial Stress
804,96417,508805.15,48,10.95,13137.98,Medical,Online,61,Male,Single,1,PhD,Employed,Finance,11,Salary,838254.19,67445.23,100,628,0.34,1,0,1,1,0,0.195,0.607,0.241,0,0,0,0,24087.223636363637,0.3571322464778778,311576.16039829014,0.8333333333333334,0.1879054815796583,Medium,"(0.229, 0.35]",Low,Low Risk
805,139737,949361.56,72,7.11,16235.86,Personal,Mobile App,34,Male,Married,1,Bachelors,Employed,Education,5,Salary,656873.15,52600.13,68,743,0.15,1,0,0,0,0,0.309,1.445,0.316,0,0,1,0,2877.1922222222224,0.054698296827886,343782.0409997472,0.0,0.6605962445318785,Very High,"(0.229, 0.35]",High,High Exposure
806,47746,483025.67,24,13.43,23061.6,Car,Agent,39,Female,Single,0,High School,Employed,IT,4,Salary,479691.82,39703.96,66,560,0.26,2,1,1,1,33,0.581,1.007,0.644,1,0,1,1,1535.842666666667,0.0386813805294519,293986.18714459,0.0,0.8414748202297796,Medium,"(0.35, 2.5]",High,Behavioral Risk
807,73036,253703.34,72,12.41,5014.21,Home,Mobile App,32,Female,Married,1,Bachelors,Employed,Construction,0,Salary,657780.93,54503.89,68,526,0.49,0,0,0,1,0,0.092,0.386,0.153,1,0,0,0,19784.22,0.3629806426542645,259302.99828471124,0.875,0.21164646175974744,Low,"(0.152, 0.229]",Low,Credit Risk
808,153850,314910.53,72,8.38,5580.02,Home,Online,31,Female,Married,1,Bachelors,Self-Employed,Manufacturing,10,Business,564091.44,44818.9,75,815,0.42,4,2,0,1,34,0.125,0.558,0.19,1,0,0,1,2296.974,0.0512489764591174,310935.09608070727,0.0,0.7452754812916731,Medium,"(0.152, 0.229]",High,Low Risk
809,24274,1205850.01,72,9.74,22181.6,Car,Branch,23,Male,Married,2,High School,Employed,Education,0,Salary,645549.59,54702.88,78,676,0.8,1,0,0,1,0,0.405,1.868,0.482,0,0,1,0,2666.270769230769,0.0487400668696767,360410.3324398676,0.0,0.6703060296902155,Very High,"(0.35, 2.5]",High,High Exposure
810,105533,357292.51,360,8.9,2849.19,Car,Mobile App,34,Female,Single,0,Bachelors,Employed,Healthcare,13,Salary,509659.04,41268.2,94,724,0.24,0,0,0,2,0,0.069,0.701,0.178,0,0,0,0,12816.575,0.3105602967830731,208728.6722496897,0.7916666666666666,0.27639728548324816,Medium,"(0.152, 0.229]",Medium,Low Risk
